run_id,round,query_source,action,query,question,gold_answer,supporting_ids,retrieved_ids,support_in_current_retrieved,support_seen_before,new_support_in_current_retrieved,cumulative_support_after_step,raw_rank_first_support,original_question_rank_first_support,support_in_raw_top50,support_in_original_question_top50,categories
2hop__37656_36240,3,memory,abstain,What specific document or text in Protestantism references Mary as the highest authority in morals?,What specific part of the document that is the highest authority in Protestantism for morals reference Mary?,Genesis 3:15,"[""2hop__37656_36240::p5"", ""2hop__37656_36240::p6""]","[""2hop__37656_36240::p5"", ""4hop1__264443_49925_13759_736921::p8"", ""4hop1__166471_49925_13759_736921::p7"", ""2hop__167577_31122::p12"", ""2hop__37656_36240::p7""]","[""2hop__37656_36240::p5""]","[""2hop__37656_36240::p5"", ""2hop__37656_36240::p6""]",[],"[""2hop__37656_36240::p5"", ""2hop__37656_36240::p6""]",1,1,"[""2hop__37656_36240::p5"", ""2hop__37656_36240::p6""]","[""2hop__37656_36240::p5"", ""2hop__37656_36240::p6""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__39063_593388,2,memory,abstain,Who is the person who came up with the concept of the 'new' police?,"Who is the father of the person who came up with the concept of the ""new"" police?","Sir Robert Peel, 1st Baronet","[""2hop__39063_593388::p1"", ""2hop__39063_593388::p13""]","[""2hop__39063_593388::p3"", ""2hop__39063_593388::p1"", ""2hop__39063_593388::p12""]","[""2hop__39063_593388::p1""]","[""2hop__39063_593388::p1""]",[],"[""2hop__39063_593388::p1""]",2,2,"[""2hop__39063_593388::p1""]","[""2hop__39063_593388::p1""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__40270_11402,2,memory,abstain,What agency is responsible for determining metropolitan area boundaries in the United States?,"According to the agency that considers if Los Angeles County is to be a separate metropolitan area, what is the total area in square miles?",17.037 square miles,"[""2hop__40270_11402::p0"", ""2hop__40270_11402::p10""]","[""4hop1__463635_624859_355213_203322::p14"", ""4hop1__429751_32392_823060_610794::p4"", ""4hop1__13170_32392_823060_610794::p10"", ""2hop__40270_11402::p19"", ""2hop__40270_11402::p1""]",[],[],[],[],,15,[],"[""2hop__40270_11402::p0"", ""2hop__40270_11402::p10""]","[""dense_recall_miss_top50""]"
2hop__435184_84856,3,memory,answer,"When did the next season of Real Time with Bill Maher start after November 20, 2015?",When does the new season of the show starring the cast member of Pizza Man start?,"January 20, 2017","[""2hop__435184_84856::p0"", ""2hop__435184_84856::p5""]","[""2hop__286621_84856::p15"", ""2hop__435184_84856::p0"", ""2hop__286621_84856::p12"", ""2hop__435184_84856::p2"", ""2hop__435184_84856::p5""]","[""2hop__435184_84856::p0"", ""2hop__435184_84856::p5""]","[""2hop__435184_84856::p0"", ""2hop__435184_84856::p5""]",[],"[""2hop__435184_84856::p0"", ""2hop__435184_84856::p5""]",2,1,"[""2hop__435184_84856::p0""]","[""2hop__435184_84856::p5""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup""]"
2hop__46550_85990,2,memory,answer,Who was the Minority Leader of the United States House of Representatives in 2002?,Who were the leaders of the opposition of the party that controlled the house of representatives in 2002?,"anti-slavery activists, modernizers, ex Whigs and ex Free Soilers","[""2hop__46550_85990::p17"", ""2hop__46550_85990::p4""]","[""3hop1__92991_73181_68042::p14"", ""2hop__46550_85990::p19"", ""2hop__46550_85990::p17"", ""2hop__46550_85990::p16"", ""2hop__46550_85990::p13""]","[""2hop__46550_85990::p17""]","[""2hop__46550_85990::p17""]",[],"[""2hop__46550_85990::p17""]",7,7,"[""2hop__46550_85990::p17""]","[""2hop__46550_85990::p17"", ""2hop__46550_85990::p4""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""top_k_too_small"", ""per_subquery_or_total_top_k_too_small""]"
2hop__496792_392646,2,memory,abstain,What is the classification or category of participants in the Battle of Brechin?,A participant of the Battle of Brechin is an instance of?,Scottish clan,"[""2hop__496792_392646::p19"", ""2hop__496792_392646::p8""]","[""2hop__496792_392646::p8"", ""2hop__622637_120171::p13"", ""2hop__622637_120171::p9"", ""2hop__61924_712629::p11""]","[""2hop__496792_392646::p8""]","[""2hop__496792_392646::p8""]",[],"[""2hop__496792_392646::p8""]",1,1,"[""2hop__496792_392646::p19"", ""2hop__496792_392646::p8""]","[""2hop__496792_392646::p8""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__511454_120259,2,memory,abstain,When was the birthplace of Lady Godiva abolished?,When was Lady Godiva's birthplace abolished?,918,"[""2hop__511454_120259::p4"", ""2hop__511454_120259::p5""]","[""3hop2__49541_140875_51068::p6"", ""2hop__770487_494646::p4"", ""2hop__61924_712629::p10""]",[],[],[],[],,,[],[],"[""dense_recall_miss_top50""]"
2hop__562154_69048,2,memory,abstain,"Who is the current Chief Judge of Delta State, Nigeria?",Who is the Chief Judge in the place where DeltaWomen's headquarters in located?,Honorable Justice Abiodun Smith,"[""2hop__562154_69048::p3"", ""2hop__562154_69048::p5""]","[""2hop__562154_69048::p5"", ""2hop__562154_69048::p13"", ""2hop__562154_69048::p1"", ""2hop__562154_69048::p3"", ""2hop__562154_69048::p0""]","[""2hop__562154_69048::p3"", ""2hop__562154_69048::p5""]","[""2hop__562154_69048::p3"", ""2hop__562154_69048::p5""]",[],"[""2hop__562154_69048::p3"", ""2hop__562154_69048::p5""]",1,1,"[""2hop__562154_69048::p3"", ""2hop__562154_69048::p5""]","[""2hop__562154_69048::p3"", ""2hop__562154_69048::p5""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__57638_615257,2,memory,abstain,Which team did Wilt Chamberlain play for during his career?,What team is the person with the highest point average in NBA history on?,Oklahoma City Thunder,"[""2hop__57638_615257::p10"", ""2hop__57638_615257::p15""]","[""2hop__57638_615257::p19"", ""2hop__57638_615257::p5"", ""2hop__57638_615257::p16"", ""2hop__57638_615257::p10"", ""2hop__57638_615257::p12""]","[""2hop__57638_615257::p10""]","[""2hop__57638_615257::p10""]",[],"[""2hop__57638_615257::p10""]",10,1,"[""2hop__57638_615257::p10"", ""2hop__57638_615257::p15""]","[""2hop__57638_615257::p10"", ""2hop__57638_615257::p15""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context"", ""top_k_too_small"", ""per_subquery_or_total_top_k_too_small"", ""query_drops_question_constraints""]"
2hop__593633_82341,2,memory,abstain,Where did New Perry die?,Where is New Perry's place of death found in Florida?,in Northern Florida,"[""2hop__593633_82341::p17"", ""2hop__593633_82341::p18""]","[""2hop__82270_177869::p3"", ""2hop__593633_82341::p18"", ""2hop__129721_40482::p18"", ""2hop__28203_55840::p4"", ""2hop__593633_82341::p0""]","[""2hop__593633_82341::p18""]","[""2hop__593633_82341::p18""]",[],"[""2hop__593633_82341::p18""]",2,1,"[""2hop__593633_82341::p18""]","[""2hop__593633_82341::p18""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__61924_712629,2,memory,abstain,Who is the spouse of Queen Elizabeth II?,Who is the spouse of the current queen of England?,Philip Mountbatten,"[""2hop__61924_712629::p10"", ""2hop__61924_712629::p7""]","[""2hop__61924_712629::p10"", ""3hop2__140194_16797_51068::p8"", ""3hop2__140194_16797_51068::p13""]","[""2hop__61924_712629::p10""]","[""2hop__61924_712629::p10""]",[],"[""2hop__61924_712629::p10""]",1,1,"[""2hop__61924_712629::p10"", ""2hop__61924_712629::p7""]","[""2hop__61924_712629::p10"", ""2hop__61924_712629::p7""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__62369_84616,2,memory,abstain,"Who was the singer of 'Moon River' in Breakfast at Tiffany's, and did they win a Tony Award for 'A Moon for the Misbegotten'?","What did the singer of ""Moon River"" in the movie Breakfast at Tiffany win a Tony for?",for Best Performance by a Leading Actress in a Play in Ondine,"[""2hop__62369_84616::p12"", ""2hop__62369_84616::p15""]","[""2hop__62369_84616::p15"", ""2hop__62369_84616::p16"", ""2hop__753715_51329::p18"", ""2hop__62369_84616::p11"", ""2hop__62369_84616::p8""]","[""2hop__62369_84616::p15""]","[""2hop__62369_84616::p15""]",[],"[""2hop__62369_84616::p15""]",1,1,"[""2hop__62369_84616::p15""]","[""2hop__62369_84616::p15""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__684287_78303,2,memory,abstain,Who was the producer of Forest Warrior?,what was the name of the producer of Forest Warrior walker texas ranger?,Cordell Walker,"[""2hop__684287_78303::p10"", ""2hop__684287_78303::p4""]","[""2hop__684287_78303::p10"", ""2hop__153573_44085::p13"", ""2hop__194469_83289::p4"", ""2hop__748182_78303::p10"", ""2hop__684287_78303::p4""]","[""2hop__684287_78303::p10"", ""2hop__684287_78303::p4""]","[""2hop__684287_78303::p10"", ""2hop__684287_78303::p4""]",[],"[""2hop__684287_78303::p10"", ""2hop__684287_78303::p4""]",1,1,"[""2hop__684287_78303::p10""]","[""2hop__684287_78303::p10"", ""2hop__684287_78303::p4""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__728969_131890,3,memory,answer,What body of water is located near Deptford?,Which is the body of water near George Mills' place of birth?,River Thames,"[""2hop__728969_131890::p14"", ""2hop__728969_131890::p8""]","[""2hop__728969_131890::p14"", ""4hop1__525129_315334_131926_90707::p7"", ""2hop__547045_131879::p2"", ""2hop__728969_131890::p8"", ""4hop2__71753_623626_70784_79935::p14""]","[""2hop__728969_131890::p14"", ""2hop__728969_131890::p8""]","[""2hop__728969_131890::p14"", ""2hop__728969_131890::p8""]",[],"[""2hop__728969_131890::p14"", ""2hop__728969_131890::p8""]",1,1,"[""2hop__728969_131890::p14""]","[""2hop__728969_131890::p14"", ""2hop__728969_131890::p8""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup""]"
2hop__73719_510545,2,memory,abstain,Who is the spouse of Paul Bettany?,Who is the spouse of the actor who plays Jarvis in Iron Man?,Jennifer Connelly,"[""2hop__73719_510545::p12"", ""2hop__73719_510545::p19""]","[""2hop__73719_510545::p19"", ""2hop__681463_402641::p3"", ""2hop__857493_17335::p17"", ""2hop__73719_510545::p5"", ""2hop__73719_510545::p4""]","[""2hop__73719_510545::p19""]","[""2hop__73719_510545::p19""]",[],"[""2hop__73719_510545::p19""]",1,3,"[""2hop__73719_510545::p12"", ""2hop__73719_510545::p19""]","[""2hop__73719_510545::p19""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__753715_51329,3,memory,answer,Which movie did Humphrey Bogart win his only Oscar for?,with what movie did Mary Philips' husband win his only oscar?,The African Queen,"[""2hop__753715_51329::p13"", ""2hop__753715_51329::p14""]","[""2hop__753715_51329::p13"", ""2hop__753715_51329::p2"", ""2hop__567588_67465::p2"", ""2hop__753715_51329::p14"", ""2hop__753715_51329::p16""]","[""2hop__753715_51329::p13"", ""2hop__753715_51329::p14""]","[""2hop__753715_51329::p13"", ""2hop__753715_51329::p14""]",[],"[""2hop__753715_51329::p13"", ""2hop__753715_51329::p14""]",1,1,"[""2hop__753715_51329::p13"", ""2hop__753715_51329::p14""]","[""2hop__753715_51329::p13"", ""2hop__753715_51329::p14""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup""]"
2hop__809785_606637,3,memory,abstain,What record label released Patrick Watson's album 'Adventures in Your Own Backyard'?,What record label does the performer of Adventures in Your Own Backyard belong to?,Secret City Records,"[""2hop__809785_606637::p15"", ""2hop__809785_606637::p18""]","[""2hop__809785_606637::p15"", ""2hop__809785_606637::p18"", ""2hop__151750_141308::p7"", ""2hop__151750_141308::p9""]","[""2hop__809785_606637::p15"", ""2hop__809785_606637::p18""]","[""2hop__809785_606637::p15"", ""2hop__809785_606637::p18""]",[],"[""2hop__809785_606637::p15"", ""2hop__809785_606637::p18""]",1,1,"[""2hop__809785_606637::p15"", ""2hop__809785_606637::p18""]","[""2hop__809785_606637::p15""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__810411_159673,2,memory,abstain,"Which other film features a cast member from 'Now You See Him, Now You Don't'?","What other film is the cast member of Now You See Him, Now You Don't a character for?",The Hateful Eight,"[""2hop__810411_159673::p13"", ""2hop__810411_159673::p5""]","[""2hop__810411_159673::p13"", ""2hop__91211_90973::p9"", ""2hop__92590_43786::p14"", ""2hop__810411_159673::p9"", ""2hop__62369_84616::p16""]","[""2hop__810411_159673::p13""]","[""2hop__810411_159673::p13""]",[],"[""2hop__810411_159673::p13""]",1,1,"[""2hop__810411_159673::p13"", ""2hop__810411_159673::p5""]","[""2hop__810411_159673::p13"", ""2hop__810411_159673::p5""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__818302_25719,2,memory,abstain,What year did the tribes from Lower Lusatia invade the Roman Empire?,At the end of which year did the tribes from the location of the Lusatia invade the Roman Empire?,406,"[""2hop__818302_25719::p11"", ""2hop__818302_25719::p17""]","[""2hop__818302_25719::p11"", ""2hop__818302_25719::p1"", ""2hop__818302_25719::p6"", ""2hop__131951_643670::p16"", ""2hop__82669_768138::p9""]","[""2hop__818302_25719::p11""]","[""2hop__818302_25719::p11""]",[],"[""2hop__818302_25719::p11""]",1,2,"[""2hop__818302_25719::p11"", ""2hop__818302_25719::p17""]","[""2hop__818302_25719::p11"", ""2hop__818302_25719::p17""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__82669_768138,2,memory,answer,Who is the brother of Joey Lawrence?,Who is the brother of the Melissa and Joey Theme Song singer?,Matthew Lawrence,"[""2hop__82669_768138::p10"", ""2hop__82669_768138::p13""]","[""2hop__82669_768138::p15"", ""2hop__82669_768138::p2"", ""2hop__82669_768138::p1"", ""2hop__82669_768138::p10"", ""2hop__435184_84856::p11""]","[""2hop__82669_768138::p10""]","[""2hop__82669_768138::p10""]",[],"[""2hop__82669_768138::p10""]",5,2,"[""2hop__82669_768138::p10""]","[""2hop__82669_768138::p10""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup""]"
2hop__82910_75184,2,memory,abstain,Who played Alex P. Keaton's girlfriend on Family Ties?,Who played the girlfriend of Alex P. Keaton's actor on Family Ties in Back to the Future?,Claudia Wells,"[""2hop__82910_75184::p1"", ""2hop__82910_75184::p19""]","[""2hop__82910_75184::p19"", ""2hop__82910_75184::p8"", ""2hop__748182_78303::p19""]","[""2hop__82910_75184::p19""]","[""2hop__82910_75184::p19""]",[],"[""2hop__82910_75184::p19""]",1,1,"[""2hop__82910_75184::p19""]","[""2hop__82910_75184::p1"", ""2hop__82910_75184::p19""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
2hop__85455_158105,3,memory,abstain,What were the two key features or attributes highlighted about Bill Gates in 2017?,Which two features were played up the person who had the biggest net worth in 2017?,ease of use and enhanced support for Plug and Play,"[""2hop__85455_158105::p15"", ""2hop__85455_158105::p16""]","[""2hop__85455_158105::p18"", ""2hop__85455_158105::p14"", ""2hop__85455_158105::p2""]",[],"[""2hop__85455_158105::p16""]",[],"[""2hop__85455_158105::p16""]",6,7,"[""2hop__85455_158105::p15"", ""2hop__85455_158105::p16""]","[""2hop__85455_158105::p16""]","[""support_already_seen_before_followup"", ""verifier_failed_despite_support_context"", ""top_k_too_small"", ""per_subquery_or_total_top_k_too_small""]"
2hop__91626_96912,2,memory,abstain,Who gives out the Adam Smith Prize?,Who gives out the prize named after the author of The Wealth of Nations?,University of Cambridge,"[""2hop__91626_96912::p13"", ""2hop__91626_96912::p7""]","[""2hop__91626_96912::p7"", ""2hop__708145_30351::p17"", ""2hop__91626_96912::p13"", ""2hop__91626_96912::p14"", ""2hop__91626_96912::p1""]","[""2hop__91626_96912::p13"", ""2hop__91626_96912::p7""]","[""2hop__91626_96912::p13"", ""2hop__91626_96912::p7""]",[],"[""2hop__91626_96912::p13"", ""2hop__91626_96912::p7""]",1,1,"[""2hop__91626_96912::p13"", ""2hop__91626_96912::p7""]","[""2hop__91626_96912::p13"", ""2hop__91626_96912::p7""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
3hop1__103881_443779_52195,3,memory,abstain,Who is the current president of East Timor?,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country that Tony Gunawan is from?,Francisco Guterres,"[""3hop1__103881_443779_52195::p16"", ""3hop1__103881_443779_52195::p17"", ""3hop1__103881_443779_52195::p7""]","[""3hop1__144439_443779_52195::p7"", ""3hop1__105767_443779_52195::p3"", ""3hop1__103881_443779_52195::p7"", ""3hop1__105767_443779_52195::p6"", ""3hop1__103881_443779_52195::p18""]","[""3hop1__103881_443779_52195::p7""]","[""3hop1__103881_443779_52195::p17"", ""3hop1__103881_443779_52195::p7""]",[],"[""3hop1__103881_443779_52195::p17"", ""3hop1__103881_443779_52195::p7""]",3,3,"[""3hop1__103881_443779_52195::p16"", ""3hop1__103881_443779_52195::p7""]","[""3hop1__103881_443779_52195::p17"", ""3hop1__103881_443779_52195::p7""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup""]"
3hop1__104996_160713_77246,2,memory,abstain,"What is the country that released Ankahi, and how does it relate to the creation of India?",What is the meaning of the word that is also a majority religion in the area that became India when the country that release Ankahi was created in Arabic dictionary?,the country of India,"[""3hop1__104996_160713_77246::p17"", ""3hop1__104996_160713_77246::p8"", ""3hop1__104996_160713_77246::p9""]","[""4hop3__257340_88460_30152_20999::p7"", ""3hop1__248929_160713_77246::p11"", ""3hop1__104996_160713_77246::p14"", ""3hop1__104996_160713_77246::p18"", ""3hop1__104996_160713_77246::p15""]",[],[],[],[],20,28,"[""3hop1__104996_160713_77246::p9""]","[""3hop1__104996_160713_77246::p8""]","[""top_k_too_small"", ""per_subquery_or_total_top_k_too_small""]"
3hop1__105767_443779_52195,3,memory,abstain,Who is the current president of East Timor?,Who is the president of the newly declared independent country that is part of the commission of truth and friendship with the country that eats Kemplang?,Francisco Guterres,"[""3hop1__105767_443779_52195::p0"", ""3hop1__105767_443779_52195::p19"", ""3hop1__105767_443779_52195::p3""]","[""3hop1__144439_443779_52195::p7"", ""3hop1__105767_443779_52195::p3"", ""3hop1__103881_443779_52195::p7"", ""3hop1__105767_443779_52195::p6"", ""3hop1__103881_443779_52195::p18""]","[""3hop1__105767_443779_52195::p3""]","[""3hop1__105767_443779_52195::p0"", ""3hop1__105767_443779_52195::p3""]",[],"[""3hop1__105767_443779_52195::p0"", ""3hop1__105767_443779_52195::p3""]",2,2,"[""3hop1__105767_443779_52195::p19"", ""3hop1__105767_443779_52195::p3""]","[""3hop1__105767_443779_52195::p0"", ""3hop1__105767_443779_52195::p19"", ""3hop1__105767_443779_52195::p3""]","[""support_retrieved_but_no_evidence_gain"", ""support_already_seen_before_followup"", ""verifier_failed_despite_support_context""]"
