run,sample_id,round,query_source,action,expected_gain,next_round,next_query_source,next_evidence_gain,next_has_gain,current_query,next_query
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,,refine_query,0.0,2,,0.5,True,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,Information about the spouse of Arnold Schwarzenegger is not provided in the given evidence. The spouse of the famous governor signing legislation in honor of Donda West's death is UNKNOWN.
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,,refine_query,0.0,2,,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,Information about a show named for a Politically Incorrect cast member and its new season release date When does the new season of the show named for the Politically Incorrect cast member?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,,refine_query,0.0,3,,0.0,False,Information about a show named for a Politically Incorrect cast member and its new season release date When does the new season of the show named for the Politically Incorrect cast member?,Information about a show named for a Politically Incorrect cast member and its new season release date. When does the new season of the show named for the Politically Incorrect cast member?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,,refine_query,0.0,2,,0.0,False,What administrative territorial entity includes the place where Bill Cockcroft was educated?,Information about the administrative territorial entity where Bill Cockcroft was educated is missing. UNKNOWN
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,2,,refine_query,0.0,3,,0.0,False,Information about the administrative territorial entity where Bill Cockcroft was educated is missing. UNKNOWN,The provided evidence does not specify the administrative territorial entity where Bill Cockcroft was educated. UNKNOWN
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,,refine_query,0.0,2,,0.5,True,What other district is found in the same county as Gmina Stężyca?,"Information about other districts in Ryki County, Lublin Voivodeship What other district is found in the same county as Gmina Stężyca?"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,1,,refine_query,0.0,2,,0.0,False,What is the mascot of the operator of RV Wecoma?,There is no information about a mascot in the provided evidence. UNKNOWN is the mascot of the operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,2,,refine_query,0.0,3,,0.0,False,There is no information about a mascot in the provided evidence. UNKNOWN is the mascot of the operator of RV Wecoma,There is no information about a mascot in the provided evidence. UNKNOWN is the mascot of the operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,1,,refine_query,0.0,2,,0.0,False,When was the football star who backed out due to relay controversy signed by Barcelona?,The evidence provided does not mention any football star backing out due to a relay controversy. It only discusses David Beckham's transfer to Real Madrid instead of Barcelona. The football star who backed out due to relay controversy was signed by Barcelona
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,2,,refine_query,0.0,3,,0.0,False,The evidence provided does not mention any football star backing out due to a relay controversy. It only discusses David Beckham's transfer to Real Madrid instead of Barcelona. The football star who backed out due to relay controversy was signed by Barcelona,"The evidence provided talks about David Beckham backing out of a deal with Barcelona to sign with Real Madrid, but does not mention any relay controversy. The football star who backed out due to relay controversy was signed by Barcelona"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,1,,refine_query,0.0,2,,0.0,False,From whom did the Huguenots in the state encompassing Zubly Cemetery purchase land from?,whom did Huguenots state encompassing Zubly Cemetery purchase
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,1,,refine_query,0.0,2,,0.0,False,What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,name mouth watercourse body water Rotterdam Centrum UNKNOWN
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,1,,refine_query,0.0,2,,0.5,True,Mohammed Atta has what kind of model of the company that makes Datsun Type 12?,Mohammed Atta has what kind model company that
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,2,,refine_query,0.0,3,,0.0,False,Mohammed Atta has what kind model company that,Mohammed Atta has what kind model company that
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__167577_31122,1,,refine_query,0.0,2,,0.0,False,What century did the author of A Treatise Concerning the Principles of Human Knowledge live in?,18世纪
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__167577_31122,2,,refine_query,0.0,3,,0.0,False,18世纪,18世纪
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,1,,refine_query,0.0,2,,0.0,False,How many members in the seats of the organization that enacted the Directory of Public Worship into law are members of the Scottish Government?,How many members seats organization that enacted Directory
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,2,,refine_query,0.0,3,,0.0,False,How many members seats organization that enacted Directory,How many members seats organization that enacted Directory
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,1,,refine_query,0.0,2,,0.0,False,What movement does the creator of the Washington Monument belong to?,creator Washington Monument belongs unknown movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,2,,refine_query,0.0,3,,0.0,False,creator Washington Monument belongs unknown movement,creator Washington Monument belongs unknown movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,1,,refine_query,0.0,2,,0.0,False,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,UNKNOWN plays wife Here Comes Boom's screenwriter Grown
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,2,,refine_query,0.0,3,,0.0,False,UNKNOWN plays wife Here Comes Boom's screenwriter Grown,UNKNOWN plays wife Here Comes Boom's screenwriter Grown
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,1,,refine_query,0.0,2,,0.0,False,Who was the father of the person who issued the Tamworth manifesto?,UNKNOWN was father person issued Tamworth manifesto
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,2,,refine_query,0.0,3,,0.0,False,UNKNOWN was father person issued Tamworth manifesto,UNKNOWN was father person issued Tamworth manifesto
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,,refine_query,0.0,2,,0.0,False,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,spouse famous governor signing legislation honor Donda West's
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,2,,refine_query,0.0,3,,0.0,False,spouse famous governor signing legislation honor Donda West's,spouse famous governor signing legislation honor Donda West's
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,,refine_query,0.0,2,,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,When does new season show named Politically Incorrect
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,,refine_query,0.0,3,,0.0,False,When does new season show named Politically Incorrect,When does new season show named Politically Incorrect
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,,refine_query,0.0,2,,0.0,False,What administrative territorial entity includes the place where Bill Cockcroft was educated?,UNKNOWN
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,2,,refine_query,0.0,3,,0.0,False,UNKNOWN,UNKNOWN
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,,refine_query,0.0,2,,0.0,False,What other district is found in the same county as Gmina Stężyca?,What other district found same county Gmina Stężyca
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,1,,refine_query,0.0,2,,0.5,True,What is the mascot of the operator of RV Wecoma?,UNKNOWN mascot operator RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,1,,refine_query,0.0,2,,0.5,True,When was the football star who backed out due to relay controversy signed by Barcelona?,football star backed out due relay controversy was
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_short_query_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,2,,refine_query,0.0,3,,0.0,False,football star backed out due relay controversy was,football star backed out due relay controversy was
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,1,,refine_query,0.0,2,,0.0,False,From whom did the Huguenots in the state encompassing Zubly Cemetery purchase land from?,Native American tribes or colonial authorities from whom Huguenots in South Carolina purchased land near Zubly Cemetery
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,1,,refine_query,0.0,2,,0.0,False,What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,name of the mouth of the watercourse by Rotterdam Centrum
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,1,,refine_query,0.0,2,,0.0,False,Mohammed Atta has what kind of model of the company that makes Datsun Type 12?,Does Mohammed Atta own or have a Datsun Type 12 or any other Datsun model?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__167577_31122,1,,refine_query,0.0,2,,0.5,True,What century did the author of A Treatise Concerning the Principles of Human Knowledge live in?,What century did George Berkeley live in?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__194469_83289,1,,refine_query,0.0,2,,0.5,True,Who is the guy in the One Last Time video by the participant in The Listening Sessions?,participant in The Listening Sessions featured in Ariana Grande's One Last Time video
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,1,,refine_query,0.0,2,,0.0,False,How many members in the seats of the organization that enacted the Directory of Public Worship into law are members of the Scottish Government?,How many members of the Scottish Government were part of the organization that enacted the Directory of Public Worship into law?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,2,,refine_query,0.0,3,,0.0,False,How many members of the Scottish Government were part of the organization that enacted the Directory of Public Worship into law?,number of Scottish Government members in organization that enacted Directory of Public Worship
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,1,,refine_query,0.0,2,,0.5,True,What movement does the creator of the Washington Monument belong to?,creator of the Washington Monument and their movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,2,,refine_query,0.0,3,,0.0,False,creator of the Washington Monument and their movement,"movement of Robert Mills, creator of the Washington Monument"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,1,,refine_query,0.0,2,,0.0,False,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,1,,refine_query,0.0,2,,0.5,True,Who was the father of the person who issued the Tamworth manifesto?,father of Robert Peel
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,,refine_query,0.0,2,,0.5,True,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,Who is the spouse of Arnold Schwarzenegger?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,,refine_query,0.0,2,,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,show named after Politically Incorrect cast member new season release date
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,,refine_query,0.0,3,,0.0,False,show named after Politically Incorrect cast member new season release date,show named after Politically Incorrect cast member new season release date
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,,refine_query,0.0,2,,0.0,False,What administrative territorial entity includes the place where Bill Cockcroft was educated?,Bill Cockcroft education location administrative territorial entity
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,2,,refine_query,0.0,3,,0.0,False,Bill Cockcroft education location administrative territorial entity,Bill Cockcroft education location administrative territorial entity
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,,refine_query,0.0,2,,0.5,True,What other district is found in the same county as Gmina Stężyca?,"other districts in Ryki County, Lublin Voivodeship"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,2,,continue_search,0.0,3,,0.0,False,"other districts in Ryki County, Lublin Voivodeship","other districts in Ryki County, Lublin Voivodeship"
